acticity_id,practice_id,description,capability_lvl
225,"""APO05.01""","""Understand current availability and commitment of funds, current approved spend and actual spend to date.""",2
226,"""APO05.01""","""Identify options for additional funding of I&T-enabled investments, considering both internal and external sources.""",2
227,"""APO05.01""","""Determine the implications of the funding source on the investment return expectations.""",2
228,"""APO05.02""","""Identify and classify investment opportunities in line with investment portfolio categories. Specify expected enterprise outcome(s), initiatives required to achieve expected outcome(s), high-level costs, dependencies and risk. Specify methodology for measuring outcomes, cost and risk.""",2
229,"""APO05.02""","""Perform detailed assessment of all program business cases. Evaluate strategic alignment, enterprise benefit, risk and availability of resources.""",3
230,"""APO05.02""","""Assess impact of adding potential programs on overall investment portfolio, including changes that might be required to other programs.""",3
231,"""APO05.02""","""Decide which candidate programs should be moved to the active investment portfolio. Decide whether rejected programs should be held for future consideration or provided with seed funding to determine if business case can be improved or discarded.""",3
232,"""APO05.02""","""Determine required milestones for each selected program’s full economic life cycle. Allocate and reserve total program funding per milestone. Move the program into the active investment portfolio.""",3
233,"""APO05.02""","""Establish procedures to communicate the cost, benefit and risk-related aspects of portfolios for consideration in budget prioritization, cost management and benefit management processes.""",3
234,"""APO05.03""","""Review portfolio regularly to identify and exploit synergies, eliminate duplication among programs, and identify and mitigate risk.""",3
235,"""APO05.03""","""When changes occur, reevaluate and reprioritize portfolio to ensure alignment with business and I&T strategy. Maintain target mix of investments so that the portfolio optimizes overall value. Programs may be changed, deferred or retired, and new programs may be initiated, to rebalance and optimize portfolio.""",3
236,"""APO05.03""","""Adjust enterprise targets, forecasts, budgets and, if required, degree of monitoring to reflect expenditures and enterprise benefits attributable to programs in the active investment portfolio. Charge back program expenditures. Establish flexible budgeting processes so that promising projects get resources to scale quickly.""",3
237,"""APO05.03""","""Develop metrics to measure I&T contribution to the enterprise. Establish appropriate performance targets reflecting required I&T and enterprise capability targets. Use guidance from external experts and benchmark data to develop metrics.""",4
238,"""APO05.03""","""Provide an accurate view of the performance of the investment portfolio to all stakeholders.""",4
239,"""APO05.03""","""Provide reports for senior management’s review of enterprise progress towards identified goals, stating what still needs to be spent and accomplished over given time frames.""",4
